epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,35441.8,0.55604,1.09385,0.45973,0.93566,0.93495,0.78857,0.86543,0.77523,0.93193,0.78529,0.85282,0.70731,0.53244,1.1434,0.44685,0.89569,0.00127458,0.00127458,0.00127458
106,35785.2,0.55124,1.08787,0.45932,0.93394,0.93465,0.78853,0.86568,0.77513,0.93136,0.78529,0.8525,0.7071,0.53218,1.14325,0.44635,0.89572,0.00119068,0.00119068,0.00119068
107,36125.8,0.55293,1.09102,0.45893,0.93474,0.93401,0.78887,0.86575,0.77551,0.93093,0.78555,0.85293,0.70787,0.53212,1.14306,0.44569,0.89576,0.00110678,0.00110678,0.00110678
108,36460.9,0.54449,1.07754,0.44977,0.93209,0.93481,0.78894,0.86591,0.77537,0.93226,0.78559,0.85288,0.70752,0.53192,1.14273,0.44538,0.89571,0.00102288,0.00102288,0.00102288
109,36784.1,0.48958,0.97019,0.37057,0.92016,0.93575,0.78886,0.86589,0.77515,0.93304,0.78553,0.85274,0.70748,0.53142,1.14237,0.44446,0.89544,0.000938983,0.000938983,0.000938983
110,37108.3,0.48093,0.93919,0.36124,0.91401,0.93569,0.78886,0.86625,0.77547,0.93314,0.78542,0.85283,0.70744,0.53101,1.1422,0.44399,0.89531,0.000855085,0.000855085,0.000855085
111,37432.7,0.47315,0.93109,0.35569,0.91072,0.9358,0.78877,0.86636,0.77542,0.93303,0.7853,0.85252,0.70727,0.53063,1.14179,0.44346,0.89514,0.000771186,0.000771186,0.000771186
112,37753.1,0.46931,0.92049,0.34948,0.90916,0.93602,0.78873,0.86663,0.7757,0.93304,0.78528,0.85301,0.70728,0.5301,1.14171,0.44316,0.8949,0.000687288,0.000687288,0.000687288
113,38091.9,0.46718,0.91756,0.34768,0.90965,0.93585,0.78895,0.86676,0.77592,0.93262,0.78549,0.85315,0.70756,0.52987,1.14175,0.44265,0.89489,0.00060339,0.00060339,0.00060339
114,38414.9,0.45877,0.90277,0.3414,0.9031,0.93512,0.78901,0.86682,0.77508,0.93229,0.78558,0.85321,0.70759,0.52981,1.14177,0.44223,0.89496,0.000519492,0.000519492,0.000519492
115,38740.6,0.45785,0.90137,0.3394,0.90493,0.93511,0.7892,0.86671,0.77507,0.93194,0.78583,0.85326,0.70803,0.52942,1.14177,0.44169,0.89478,0.000435593,0.000435593,0.000435593
116,39068.7,0.45571,0.89739,0.3362,0.90411,0.93531,0.78916,0.8669,0.77519,0.93232,0.78576,0.85347,0.70854,0.52909,1.14147,0.4413,0.89471,0.000351695,0.000351695,0.000351695
117,39393.6,0.45193,0.89428,0.33477,0.89988,0.93498,0.78927,0.86696,0.77586,0.93252,0.78559,0.85345,0.70856,0.52887,1.14162,0.44083,0.8948,0.000267797,0.000267797,0.000267797
118,39716.1,0.44831,0.88555,0.33046,0.89877,0.93514,0.7892,0.86687,0.77616,0.93247,0.78535,0.85351,0.70847,0.52864,1.1416,0.4403,0.89484,0.000183898,0.000183898,0.000183898
